timestamp,open,high,low,close,volume
1764311400.0,1009.95,1010.45,1008.75,1009.35,486780
1764312300.0,1009.35,1010.2,1008.75,1010.0,295761
1764313200.0,1010.0,1012.0,1009.85,1011.0,546209
1764314100.0,1010.75,1011.0,1009.45,1010.3,429010
1764315000.0,1010.15,1010.85,1009.9,1010.1,355608
1764315900.0,1010.0,1011.05,1009.25,1010.3,455118
1764316800.0,1010.15,1011.2,1009.85,1010.2,336054
1764317700.0,1010.2,1010.4,1007.8,1008.7,533168
1764318600.0,1008.6,1009.2,1007.85,1008.5,457211
1764319500.0,1008.6,1009.5,1008.15,1009.5,605832
1764320400.0,1009.5,1011.1,1008.55,1009.65,877451
1764321300.0,1009.65,1010.35,1008.8,1009.55,479570
1764322200.0,1009.55,1009.6,1006.8,1007.2,2064417
1764323100.0,1007.2,1008.0,1006.5,1007.7,1710820
